time,seconds_elapsed,z,y,x
1701290859088166700,0.009166748046875,-0.00009507485083304346,0.011392204090952873,0.00869388971477747
1701290859098241800,0.01924169921875,-0.0016559535870328546,0.000006924218723725062,-0.00603525573387742
1701290859108316700,0.029316650390625,-0.005397694651037455,-0.011953332461416721,-0.0184027086943388
1701290859118391800,0.039391845703125,-0.01661333069205284,-0.022892000153660774,-0.026382870972156525
1701290859128467000,0.049467041015625,-0.030238064005970955,-0.029224731028079987,-0.022544190287590027
1701290859138541800,0.059541748046875,-0.03175633028149605,-0.026284867897629738,-0.017307616770267487
1701290859148616700,0.06961669921875,-0.024338895455002785,-0.025840384885668755,-0.01678883284330368
1701290859158691600,0.079691650390625,-0.013154418207705021,-0.01134107168763876,-0.007196926511824131
1701290859168766700,0.0897666015625,0.0021760689560323954,0.0024945829063653946,0.004909005016088486
1701290859178841900,0.099841796875,0.008629174903035164,0.015735553577542305,0.012731241062283516
1701290859188916700,0.109916748046875,0.003912716172635555,0.03347353637218475,0.0014729943359270692
1701290859198992000,0.119991943359375,-0.0001584580895723775,0.054295461624860764,-0.011195396073162556
1701290859209066800,0.130066650390625,0.00008868326403899118,0.058108843863010406,-0.0242608655244112
1701290859219141600,0.1401416015625,0.0009824400767683983,0.04813370853662491,-0.03731328248977661
1701290859229217300,0.15021728515625,0.002270344877615571,0.04144464433193207,-0.03208283334970474
1701290859239291100,0.160291015625,0.005887982901185751,0.041967954486608505,-0.031202394515275955
1701290859249366300,0.1703662109375,0.007126885466277599,0.045335255563259125,-0.03277925029397011
1701290859259441400,0.18044140625,0.015441274270415306,0.054190266877412796,-0.043298471719026566
1701290859269516300,0.190516357421875,0.02225790172815323,0.06957987695932388,-0.04867938905954361
1701290859279591400,0.20059130859375,0.031248999759554863,0.09490121155977249,-0.06363730132579803
1701290859289666000,0.210666015625,0.04300712049007416,0.11028895527124405,-0.08581797033548355
1701290859299741200,0.2207412109375,0.04623034596443176,0.13637541234493256,-0.09662561118602753
1701290859309816300,0.23081640625,0.04105955362319946,0.17045189440250397,-0.08982362598180771
1701290859319891200,0.24089111328125,0.007951666601002216,0.2283838987350464,-0.06984512507915497
1701290859329966300,0.25096630859375,-0.0459216870367527,0.2907034754753113,-0.03815137967467308
1701290859340041200,0.261041259765625,-0.05754105746746063,0.3464791178703308,-0.004355333745479584
1701290859350116400,0.271116455078125,-0.06843631714582443,0.4066404700279236,0.009424393996596336
1701290859360191200,0.281191162109375,-0.09223325550556183,0.4883502423763275,0.004531368613243103
1701290859370266000,0.29126611328125,-0.12572677433490753,0.5809640884399414,-0.010275540873408318
1701290859380341200,0.30134130859375,-0.14203517138957977,0.7117271423339844,-0.03145779296755791
1701290859390416100,0.311416015625,-0.19710135459899902,0.7781540751457214,-0.06754841655492783
1701290859400491300,0.3214912109375,-0.283250093460083,0.8068344593048096,-0.0927557721734047
1701290859410565000,0.331565185546875,-0.31384581327438354,0.8335925936698914,-0.1046057716012001
1701290859420640300,0.34164013671875,-0.29678452014923096,0.8668392300605774,-0.09860780090093613
1701290859430715400,0.35171533203125,-0.16722095012664795,0.9691083431243896,-0.08099737763404846
1701290859440790300,0.361790283203125,0.1568862795829773,1.2813937664031982,-0.029108883813023567
1701290859450865200,0.371865234375,0.23534567654132843,1.371219515800476,-0.15154238045215607
1701290859460940300,0.381940185546875,0.1539485603570938,1.4368939399719238,-0.29545560479164124
1701290859471015200,0.39201513671875,0.05085013061761856,1.4502789974212646,-0.4221946597099304
1701290859481090300,0.40209033203125,0.07803754508495331,1.3412292003631592,-0.4734077751636505
1701290859491165200,0.412165283203125,0.13255324959754944,1.1538046598434448,-0.4001665711402893
1701290859501240300,0.422240234375,0.057493384927511215,0.8170468807220459,-0.28671351075172424
1701290859511315500,0.4323154296875,-0.1464751958847046,0.3910441994667053,-0.21752752363681793
1701290859521390000,0.44239013671875,-0.3536241054534912,0.023249130696058273,-0.24543346464633942
1701290859531465200,0.45246533203125,-0.4543485939502716,-0.23232272267341614,-0.31132620573043823
1701290859541540000,0.4625400390625,-0.46069198846817017,-0.3254809081554413,-0.34764131903648376
1701290859551615200,0.472615234375,-0.450469434261322,-0.2808425724506378,-0.3522086441516876
1701290859561690400,0.4826904296875,-0.47309112548828125,-0.13085629045963287,-0.3288806974887848
1701290859571765200,0.49276513671875,-0.47518038749694824,0.0040456079877913,-0.3243969976902008
1701290859581840400,0.50284033203125,-0.44044557213783264,0.08693543076515198,-0.30511996150016785
1701290859591914200,0.512914306640625,-0.40761810541152954,0.14286793768405914,-0.3089035153388977
1701290859601989400,0.5229892578125,-0.3904164731502533,0.20165854692459106,-0.3271237909793854
1701290859612064300,0.533064208984375,-0.39532601833343506,0.2283647358417511,-0.3586130142211914
1701290859622139100,0.54313916015625,-0.4296525716781616,0.16804467141628265,-0.3746391236782074
1701290859632214300,0.55321435546875,-0.5013640522956848,0.051847219467163086,-0.36661848425865173
1701290859642289200,0.5632890625,-0.5678058862686157,-0.07184116542339325,-0.37125691771507263
1701290859652364300,0.5733642578125,-0.5903250575065613,-0.14273345470428467,-0.40771958231925964
1701290859662439400,0.583439453125,-0.5931189656257629,-0.16180381178855896,-0.4555549919605255
1701290859672514300,0.593514404296875,-0.6298349499702454,-0.1283814013004303,-0.4875001609325409
1701290859682589200,0.603589111328125,-0.6832001209259033,-0.07625189423561096,-0.4980963468551636
1701290859692664000,0.6136640625,-0.7539366483688354,-0.061942461878061295,-0.46452027559280396
1701290859702739200,0.6237392578125,-0.8260079026222229,-0.09826851636171341,-0.41844066977500916
