time,seconds_elapsed,z,y,x
1701290738118384600,0.016384521484375,0.03146291362568736,-0.13029869703948496,0.09970072968006133
1701290738128459800,0.026459716796875,0.0502671289473772,-0.1408849729835987,0.09879355170726775
1701290738138535000,0.036534912109375,-0.005556465083360672,-0.0408341146916151,0.052260348591208455
1701290738148610800,0.04661083984375,-0.1261031450457871,0.05128010538220405,-0.027067455145716665
1701290738158685700,0.056685791015625,-0.2025058551162481,0.068593059232831,-0.0021785130828619
1701290738168760800,0.0667607421875,-0.1181716213941574,0.01971300072968006,0.07843933046460151
1701290738178836700,0.076836669921875,-0.03659063190296292,-0.11478957774043083,0.08769581910967826
1701290738188911600,0.08691162109375,-0.0070341364204883575,-0.22503040613532066,0.08349661385416984
1701290738198986800,0.09698681640625,0.0032242227435111998,-0.30820904008150096,0.09280395590364933
1701290738209061600,0.1070615234375,0.004883095866441726,-0.34134617052972316,0.0429039067029953
1701290738219137800,0.1171376953125,0.07320844407379627,-0.5387526566803456,-0.3906044146955013
1701290738229212700,0.127212646484375,0.29839038750901814,-1.0877882224440574,-1.4155606256514788
1701290738239287600,0.13728759765625,0.1593513346530497,-0.39656712249219417,-0.6678630207180977
1701290738249362700,0.14736279296875,0.029620646759867666,-0.0036941783428192138,0.2165712053477764
1701290738259438800,0.15743896484375,0.1948071173071861,-0.7016483859419822,-0.01872866586744785
1701290738269513700,0.167513671875,0.033526275896281,-0.5810954223692417,0.0380108739644289
1701290738279588600,0.177588623046875,-0.28782793083190916,-0.3086345720171928,0.18873218130767344
1701290738289664800,0.187664794921875,-0.30598040424659845,-0.24894144307672977,0.2515022334754467
1701290738299739600,0.19773974609375,-0.11197101318836211,-0.25682430528104305,0.3044002954483032
1701290738309814800,0.207814697265625,0.0030909517526626585,-0.1863946782708168,0.22059856116771698
1701290738319889700,0.2178896484375,0.0029109190106391906,-0.009331307446956634,0.1035363623201847
1701290738329965800,0.2279658203125,-0.13024740524366496,0.1546358504384756,0.0979722984522581
1701290738340040700,0.238040771484375,-0.1785690261464566,0.02878127332627773,0.06048398705720901
1701290738350115800,0.24811572265625,-0.057796355408430096,-0.19594576594829557,0.06911211467087268
1701290738360190700,0.258190673828125,-0.11380012831166386,-0.21264672538042068,0.10630173538029193
1701290738370266600,0.2682666015625,-0.17703955155685544,-0.4409159673064947,0.08499883511066436
1701290738380341800,0.278341796875,-0.1550233153861016,-0.8063760038733482,0.019753332740068436
1701290738390416600,0.288416748046875,-0.06621522418558597,-1.2325240256369112,-0.05734627355337143
1701290738400492500,0.298492431640625,0.020528408765792844,-1.5544213993310927,-0.09573533318042754
1701290738410567700,0.308567626953125,0.004700213580206036,-1.4536813897311687,-0.11962532733380794
1701290738420642600,0.318642578125,0.04796002104878425,-1.199788461726904,-0.37179040863215923
1701290738430717700,0.3287177734375,0.17252046669721602,-1.186826104301214,-0.7177846972286701
1701290738440793900,0.3387939453125,0.07979023361690342,-1.1709054815918207,-0.9408920263469218
1701290738450868500,0.348868408203125,-0.029247721794247627,-1.5080910253107547,-1.2859803060144186
1701290738460943600,0.358943603515625,0.05193769250810146,-1.7838292898982762,-1.6804010641276836
1701290738471018800,0.369018798828125,0.17599194220006464,-1.697469103306532,-1.791830810046196
1701290738481094700,0.3790947265625,0.10133165535014123,-1.7427140201777218,-1.4859487516075371
1701290738491169800,0.389169677734375,0.14396251726541667,-1.6977379833757877,-1.0620265891999006
1701290738501244700,0.39924462890625,-0.20437515611946583,-0.7697562920063734,-0.7111275774270296
1701290738511320800,0.40932080078125,-0.6008919366639107,-0.024361703318357467,-0.7815244712114333
1701290738521395700,0.419395751953125,-0.6711866121828556,0.29158523753881455,-1.2043395491600035
1701290738531470800,0.429470947265625,-0.3751578392386436,0.36752749049067496,-1.2169494398862122
1701290738541545700,0.439545654296875,-0.16884265496730805,0.02107552125453949,-0.8896201042711734
1701290738551621600,0.44962158203125,-0.33293197792768475,-0.6694651952177286,-0.7978226950615644
1701290738561696800,0.45969677734375,-0.7008125196397305,-0.8704863647341727,-0.6508388206809759
1701290738571771600,0.469771728515625,-0.3803483936190605,-0.8044564339876175,-0.17082886034846304
1701290738581846800,0.4798466796875,0.18499416382312772,-0.8214876482874155,-0.022114801174402236
1701290738591922700,0.489922607421875,0.18023615564107895,-0.9698650228530168,0.02489361823797226
1701290738601997600,0.49999755859375,0.1848702451825142,-0.8372674012213945,0.019352350723743438
1701290738612072700,0.51007275390625,0.548334139496088,-0.26397826868891716,0.16203882017135618
1701290738622148900,0.52014892578125,0.05926701248288154,1.194299216660857,1.4306725623264909
1701290738632223500,0.530223388671875,-0.7668787638086825,2.3854051902383566,3.014722791723907
1701290738642298600,0.540298583984375,-0.7106243040800094,2.858170001748204,4.000756274567544
1701290738652373800,0.550373779296875,-0.7499988676130771,2.8597417811095713,4.120038195291161
1701290738662449700,0.56044970703125,-0.8542319800257683,3.7188925128370522,4.105335716199875
1701290738672524800,0.57052490234375,-0.7460814019083977,4.4187551844060415,3.1920114957362413
1701290738682599700,0.580599609375,-0.5287737355122343,3.5291578764885663,0.9850675604209304
1701290738692675800,0.59067578125,-0.2079004076361656,1.15524087947011,-1.2343003876596688
1701290738702750700,0.600750732421875,-0.054228433793783185,-1.7270020717829464,-2.348558976139128
1701290738712825900,0.610825927734375,-0.26316001110859216,-2.71595231885612,-1.5654381756469606
1701290738722900700,0.620900634765625,-0.21401099947094915,0.6914478944450616,1.7564987999022006
1701290738732976600,0.6309765625,0.2162356532504782,3.199520848453045,3.009784166277945
