version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone 13,1701290738102,2023-11-29_20-45-38,Europe/Rome,ios,1.26,5b4077c7-3288-4216-84c6-4e79f015c96d,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10
